0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
b,ɨ,s,t,r,ɨ,j,,,,,,,,,,,,,,,,,,,,
v,ʲ,e,r,x,,,,,,,,,,,,,,,,,,,,,,
t,v,o,r,t,͡,ɕ,ʲ,e,s,k,ʲ,i,j,,,,,,,,,,,,,
p,o,m,o,ɡ,l,ʲ,i,,,,,,,,,,,,,,,,,,,
s,t,͡,ɕ,ʲ,a,s,t,ʲ,e,,,,,,,,,,,,,,,,,
r,a,z,l,ʲ,i,t,͡,ɕ,ʲ,i,e,,,,,,,,,,,,,,,
t,o,n,k,ʲ,i,e,,,,,,,,,,,,,,,,,,,,
v,o,z,r,o,ʒ,d,ʲ,e,n,i,e,,,,,,,,,,,,,,,
p,o,z,v,o,l,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,,
u,v,a,ʒ,e,n,i,e,,,,,,,,,,,,,,,,,,,
u,d,o,b,s,t,v,a,,,,,,,,,,,,,,,,,,,
b,o,ɡ,a,t,ɨ,e,,,,,,,,,,,,,,,,,,,,
n,a,p,r,a,v,o,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,i,m,ʲ,e,t,͡,ɕ,ʲ,a,t,ʲ,e,l,ʲ,n,o,,,,,,,,
t,o,t,͡,ɕ,ʲ,n,o,s,t,ʲ,,,,,,,,,,,,,,,,
p,r,ʲ,e,d,p,o,t,͡,ɕ,ʲ,i,t,a,e,t,,,,,,,,,,,
f,a,n,t,a,s,t,ʲ,i,t,͡,ɕ,ʲ,e,s,k,ʲ,i,j,,,,,,,,
p,o,s,v,ʲ,a,ɕ,ː,e,n,n,ɨ,x,,,,,,,,,,,,,,
d,o,v,ʲ,e,r,ʲ,i,e,,,,,,,,,,,,,,,,,,
i,z,l,u,t,͡,ɕ,ʲ,e,n,i,e,,,,,,,,,,,,,,,
a,d,v,o,k,a,t,,,,,,,,,,,,,,,,,,,,
e,k,z,ʲ,e,m,p,l,ʲ,a,r,,,,,,,,,,,,,,,,
x,o,z,ʲ,a,i,n,,,,,,,,,,,,,,,,,,,,
v,ʲ,e,r,ʂ,i,n,a,,,,,,,,,,,,,,,,,,,
p,o,b,ʲ,e,d,ʲ,i,t,ʲ,e,l,ʲ,i,,,,,,,,,,,,,
s,m,ʲ,e,l,o,,,,,,,,,,,,,,,,,,,,,
p,r,o,t,͡,ɕ,ʲ,n,o,,,,,,,,,,,,,,,,,,
k,a,v,a,l,ʲ,e,r,,,,,,,,,,,,,,,,,,,
k,r,u,ɡ,l,ɨ,j,,,,,,,,,,,,,,,,,,,,
s,o,b,l,ʲ,u,d,a,t,ʲ,,,,,,,,,,,,,,,,,
s,l,a,v,a,,,,,,,,,,,,,,,,,,,,,,
b,o,ɡ,a,t,ɨ,j,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,v,o,s,x,o,d,s,t,v,o,,,,,,,,,,,,,
l,ʲ,o,ɡ,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,
m,ʲ,e,r,a,,,,,,,,,,,,,,,,,,,,,,
b,l,ʲ,i,z,k,ʲ,i,j,,,,,,,,,,,,,,,,,,
r,ʲ,e,a,l,ʲ,n,ɨ,j,,,,,,,,,,,,,,,,,,
u,d,o,b,n,o,,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,i,z,ɨ,v,,,,,,,,,,,,,,,,,,,,
x,a,r,a,k,t,ʲ,e,r,n,ɨ,j,,,,,,,,,,,,,,,
v,o,s,s,t,a,n,o,v,l,ʲ,e,n,o,,,,,,,,,,,,,
v,p,r,a,v,o,,,,,,,,,,,,,,,,,,,,,
o,t,k,r,o,v,ʲ,e,n,n,o,,,,,,,,,,,,,,,,
t,͡,ɕ,ʲ,e,s,t,n,o,,,,,,,,,,,,,,,,,,
o,p,o,r,ɨ,,,,,,,,,,,,,,,,,,,,,,
b,l,a,ɡ,o,p,o,l,u,t,͡,ɕ,ʲ,n,o,,,,,,,,,,,,
p,o,v,ɨ,ʂ,a,e,t,,,,,,,,,,,,,,,,,,,
k,u,s,o,k,,,,,,,,,,,,,,,,,,,,,,
o,x,o,t,n,o,,,,,,,,,,,,,,,,,,,,,
t,͡,s,v,ʲ,e,t,o,k,,,,,,,,,,,,,,,,,,
s,t,r,o,i,t,ʲ,e,l,ʲ,n,ɨ,j,,,,,,,,,,,,,,
a,d,a,p,t,a,t,͡,s,i,i,,,,,,,,,,,,,,,,
j,a,r,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,,
r,a,z,v,ʲ,i,t,o,j,,,,,,,,,,,,,,,,,,
s,p,r,a,v,ʲ,e,d,l,ʲ,i,v,o,s,t,ʲ,,,,,,,,,,,
j,a,r,k,ʲ,i,e,,,,,,,,,,,,,,,,,,,,
o,r,ʲ,i,ɡ,i,n,a,l,,,,,,,,,,,,,,,,,,
s,p,o,s,o,b,s,t,v,o,v,a,t,ʲ,,,,,,,,,,,,,
t,ʲ,i,p,ʲ,i,t,͡,ɕ,ʲ,n,ɨ,j,,,,,,,,,,,,,,
s,p,r,a,v,ʲ,e,d,l,ʲ,i,v,o,,,,,,,,,,,,,,
ʒ,e,l,a,u,ɕ,ː,i,e,,,,,,,,,,,,,,,,,,
b,o,n,u,s,,,,,,,,,,,,,,,,,,,,,,
o,x,r,a,n,a,,,,,,,,,,,,,,,,,,,,,
o,b,n,o,v,l,ʲ,e,n,i,e,,,,,,,,,,,,,,,,
u,m,ʲ,e,n,i,e,,,,,,,,,,,,,,,,,,,,
ɡ,o,t,o,v,n,o,s,t,ʲ,,,,,,,,,,,,,,,,,
s,o,v,m,ʲ,e,s,t,n,ɨ,j,,,,,,,,,,,,,,,,
o,t,d,ɨ,x,,,,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ʲ,i,s,t,ɨ,j,,,,,,,,,,,,,,,,,,
p,o,k,o,j,,,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,v,o,s,x,o,d,ʲ,i,t,,,,,,,,,,,,,,
s,p,o,s,o,b,n,ɨ,j,,,,,,,,,,,,,,,,,,
p,o,x,o,ʒ,i,j,,,,,,,,,,,,,,,,,,,,
b,l,a,ɡ,o,,,,,,,,,,,,,,,,,,,,,,
p,o,d,v,ʲ,i,ɡ,,,,,,,,,,,,,,,,,,,,
o,b,ʲ,e,s,p,ʲ,e,t,͡,ɕ,ʲ,i,v,a,t,ʲ,,,,,,,,,,
m,ʲ,a,ɡ,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,
o,b,ʲ,e,ɕ,ː,a,e,t,,,,,,,,,,,,,,,,,,
r,ʲ,e,l,ʲ,e,f,,,,,,,,,,,,,,,,,,,,
p,o,l,o,ʒ,i,t,ʲ,e,l,ʲ,n,ɨ,j,,,,,,,,,,,,,
r,a,z,ɡ,a,r,,,,,,,,,,,,,,,,,,,,,
u,s,t,o,j,t,͡,ɕ,ʲ,i,v,o,s,t,ʲ,,,,,,,,,,,,
ɡ,o,t,o,v,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,,,
v,z,a,i,m,o,o,t,n,o,ʂ,e,n,i,a,,,,,,,,,,,,
d,o,s,t,ʲ,i,ɡ,n,u,t,ʲ,,,,,,,,,,,,,,,,
v,ʲ,e,r,a,,,,,,,,,,,,,,,,,,,,,,
o,s,t,r,o,,,,,,,,,,,,,,,,,,,,,,
a,v,t,o,r,ʲ,i,t,ʲ,e,t,n,ɨ,j,,,,,,,,,,,,,
t,o,n,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,,
o,b,ʲ,e,ɕ,ː,a,n,i,e,,,,,,,,,,,,,,,,,
s,v,ʲ,a,t,a,a,,,,,,,,,,,,,,,,,,,,
r,a,v,n,o,m,ʲ,e,r,n,o,,,,,,,,,,,,,,,,
o,b,r,a,z,o,v,a,n,n,ɨ,j,,,,,,,,,,,,,,,
p,r,ʲ,e,v,ɨ,ʂ,a,t,ʲ,,,,,,,,,,,,,,,,,
z,v,u,k,o,v,o,j,,,,,,,,,,,,,,,,,,,
s,ʲ,e,r,d,ʲ,e,t,͡,ɕ,ʲ,n,o,,,,,,,,,,,,,,
o,s,t,r,ɨ,j,,,,,,,,,,,,,,,,,,,,,
p,o,s,o,b,ʲ,i,e,,,,,,,,,,,,,,,,,,,
d,u,x,o,v,n,ɨ,j,,,,,,,,,,,,,,,,,,,
a,v,t,o,n,o,m,n,ɨ,j,,,,,,,,,,,,,,,,,
p,r,ʲ,i,r,o,s,t,,,,,,,,,,,,,,,,,,,
x,r,a,n,i,t,ʲ,,,,,,,,,,,,,,,,,,,,
n,a,s,t,r,o,e,n,i,e,,,,,,,,,,,,,,,,,
t,͡,ɕ,ʲ,u,d,o,,,,,,,,,,,,,,,,,,,,
n,a,t,͡,ɕ,ʲ,i,n,a,t,ʲ,,,,,,,,,,,,,,,,
u,d,ʲ,i,v,ʲ,i,t,ʲ,e,l,ʲ,n,o,,,,,,,,,,,,,
p,r,o,ɡ,r,ʲ,e,s,s,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,k,r,a,s,n,ɨ,j,,,,,,,,,,,,,,,,
p,r,ʲ,i,o,b,r,ʲ,e,t,ʲ,e,n,i,e,,,,,,,,,,,,
r,a,d,o,s,t,ʲ,,,,,,,,,,,,,,,,,,,,
p,r,a,v,ʲ,i,l,ʲ,n,ɨ,j,,,,,,,,,,,,,,,,
n,o,r,m,a,l,ʲ,n,ɨ,j,,,,,,,,,,,,,,,,,
b,l,ʲ,i,z,o,s,t,ʲ,,,,,,,,,,,,,,,,,,
o,b,ʂ,i,r,n,ɨ,j,,,,,,,,,,,,,,,,,,,
d,o,k,a,z,ɨ,v,a,e,t,,,,,,,,,,,,,,,,,
s,v,o,b,o,d,,,,,,,,,,,,,,,,,,,,,
p,ʲ,e,r,ʲ,e,d,o,v,o,j,,,,,,,,,,,,,,,,
z,a,v,ʲ,e,r,ʂ,e,n,i,e,,,,,,,,,,,,,,,,
s,t,o,r,o,n,n,i,k,,,,,,,,,,,,,,,,,,
l,ʲ,e,ɡ,e,n,d,a,r,n,ɨ,j,,,,,,,,,,,,,,,
o,t,͡,s,e,n,i,l,ʲ,i,,,,,,,,,,,,,,,,,
v,o,l,ʲ,a,,,,,,,,,,,,,,,,,,,,,,
b,o,ɡ,a,t,o,,,,,,,,,,,,,,,,,,,,,
v,ɨ,d,ʲ,e,l,ʲ,a,t,ʲ,,,,,,,,,,,,,,,,,
ɡ,o,s,p,o,d,ʲ,i,n,,,,,,,,,,,,,,,,,,
u,m,ʲ,e,l,o,,,,,,,,,,,,,,,,,,,,,
u,s,ʲ,i,l,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,,,
v,ʲ,i,d,n,ɨ,j,,,,,,,,,,,,,,,,,,,,
b,o,ʒ,e,s,t,v,o,,,,,,,,,,,,,,,,,,,
n,o,l,ʲ,,,,,,,,,,,,,,,,,,,,,,,
u,v,ʲ,e,r,ʲ,e,n,n,o,s,t,ʲ,,,,,,,,,,,,,,
s,t,a,b,ʲ,i,l,ʲ,n,o,s,t,ʲ,,,,,,,,,,,,,,
r,a,z,v,ʲ,e,d,k,a,,,,,,,,,,,,,,,,,,
t,a,l,a,n,t,l,ʲ,i,v,ɨ,j,,,,,,,,,,,,,,,
r,ʲ,e,v,o,l,ʲ,u,t,͡,s,i,o,n,e,r,,,,,,,,,,,
p,o,t,͡,ɕ,ʲ,e,t,n,ɨ,j,,,,,,,,,,,,,,,,
k,r,a,s,ʲ,i,v,ɨ,j,,,,,,,,,,,,,,,,,,
i,n,t,ʲ,e,r,ʲ,e,s,n,ɨ,j,,,,,,,,,,,,,,,
s,k,o,r,o,s,t,n,o,j,,,,,,,,,,,,,,,,,
i,s,k,r,ʲ,e,n,n,e,,,,,,,,,,,,,,,,,,
r,u,k,o,v,o,d,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,
j,e,d,ʲ,i,n,o,ɡ,l,a,s,n,o,,,,,,,,,,,,,,
d,v,o,r,ʲ,a,n,i,n,,,,,,,,,,,,,,,,,,
s,t,r,a,s,t,ʲ,,,,,,,,,,,,,,,,,,,,
a,n,ɡ,e,l,,,,,,,,,,,,,,,,,,,,,,
m,o,l,o,d,ʲ,o,ʒ,n,ɨ,j,,,,,,,,,,,,,,,,
d,o,b,r,o,,,,,,,,,,,,,,,,,,,,,,
i,n,i,t,͡,s,i,a,t,ʲ,i,v,a,,,,,,,,,,,,,,
a,m,u,r,,,,,,,,,,,,,,,,,,,,,,,
t,o,t,͡,ɕ,ʲ,n,ɨ,j,,,,,,,,,,,,,,,,,,
u,d,o,v,o,l,ʲ,s,t,v,ʲ,i,e,,,,,,,,,,,,,,
m,ʲ,a,ɡ,k,ʲ,i,e,,,,,,,,,,,,,,,,,,,
i,n,t,ʲ,e,l,l,ʲ,e,k,t,,,,,,,,,,,,,,,,
l,ʲ,u,b,ʲ,i,t,ʲ,e,l,ʲ,,,,,,,,,,,,,,,,
s,v,ʲ,a,ɕ,ː,e,n,n,ɨ,x,,,,,,,,,,,,,,,,
d,o,b,l,ʲ,e,s,t,ʲ,,,,,,,,,,,,,,,,,,
b,ʲ,e,s,p,l,a,t,n,ɨ,j,,,,,,,,,,,,,,,,
v,o,s,s,t,a,n,a,v,l,ʲ,i,v,a,t,ʲ,,,,,,,,,,,
o,t,͡,s,e,n,i,v,a,t,ʲ,,,,,,,,,,,,,,,,
s,p,a,t,ʲ,,,,,,,,,,,,,,,,,,,,,,
o,b,l,ʲ,e,ɡ,t,͡,ɕ,ʲ,i,t,ʲ,,,,,,,,,,,,,,
l,ʲ,i,d,ʲ,e,r,s,t,v,o,,,,,,,,,,,,,,,,
u,v,a,ʒ,a,e,m,ɨ,j,,,,,,,,,,,,,,,,,,
n,a,d,ʲ,e,ʒ,d,a,,,,,,,,,,,,,,,,,,,
b,l,ʲ,e,s,t,ʲ,a,ɕ,ː,e,,,,,,,,,,,,,,,,
u,s,k,o,r,ʲ,e,n,i,e,,,,,,,,,,,,,,,,,
p,r,a,z,d,n,o,v,a,n,i,e,,,,,,,,,,,,,,,
r,a,s,t,͡,s,v,ʲ,e,t,,,,,,,,,,,,,,,,,
ɡ,a,r,a,n,t,ʲ,i,i,,,,,,,,,,,,,,,,,,
p,r,ʲ,i,v,l,ʲ,e,t,͡,ɕ,ʲ,e,n,i,e,,,,,,,,,,,
z,n,a,k,o,m,ɨ,j,,,,,,,,,,,,,,,,,,,
o,d,o,b,r,ʲ,e,n,i,e,,,,,,,,,,,,,,,,,
o,ɡ,o,,,,,,,,,,,,,,,,,,,,,,,,
v,ɨ,k,u,p,a,,,,,,,,,,,,,,,,,,,,,
l,ʲ,u,b,ʲ,i,m,ɨ,j,,,,,,,,,,,,,,,,,,
j,u,m,o,r,,,,,,,,,,,,,,,,,,,,,,
p,l,a,v,n,o,,,,,,,,,,,,,,,,,,,,,
s,o,v,ʲ,e,r,ʂ,e,n,i,e,,,,,,,,,,,,,,,,
r,a,v,n,o,v,ʲ,e,s,ʲ,i,e,,,,,,,,,,,,,,,
d,a,r,o,m,,,,,,,,,,,,,,,,,,,,,,
v,o,s,p,r,ʲ,i,n,i,m,a,t,ʲ,,,,,,,,,,,,,,
p,o,n,r,a,v,ʲ,i,l,o,s,ʲ,,,,,,,,,,,,,,,
m,ʲ,a,ɡ,k,o,,,,,,,,,,,,,,,,,,,,,
v,ɨ,ʒ,i,v,a,n,i,e,,,,,,,,,,,,,,,,,,
o,ɡ,n,e,v,o,j,,,,,,,,,,,,,,,,,,,,
v,ɨ,k,u,p,,,,,,,,,,,,,,,,,,,,,,
p,r,o,f,ʲ,e,s,s,ʲ,i,o,n,a,l,,,,,,,,,,,,,
o,t,l,ʲ,i,t,͡,ɕ,ʲ,n,ɨ,j,,,,,,,,,,,,,,,
n,a,s,t,u,p,a,t,ʲ,,,,,,,,,,,,,,,,,,
o,d,o,b,r,ʲ,i,l,,,,,,,,,,,,,,,,,,,
r,ʲ,e,v,o,l,ʲ,u,t,͡,s,i,o,n,n,ɨ,j,,,,,,,,,,
o,t,͡,ɕ,ʲ,i,s,t,ʲ,i,t,ʲ,,,,,,,,,,,,,,,
u,b,ʲ,e,d,ʲ,i,t,ʲ,e,l,ʲ,n,o,,,,,,,,,,,,,
i,d,ʲ,e,a,l,ʲ,n,o,,,,,,,,,,,,,,,,,,
d,o,b,r,ɨ,j,,,,,,,,,,,,,,,,,,,,,
m,u,d,r,o,s,t,ʲ,,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,d,o,s,t,a,v,l,ʲ,a,t,ʲ,,,,,,,,,,,,
s,u,p,ʲ,e,r,,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,i,o,b,r,ʲ,e,t,a,t,ʲ,,,,,,,,,,,,,,
l,ʲ,u,b,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,,,,
z,a,m,ʲ,e,t,n,ɨ,j,,,,,,,,,,,,,,,,,,
t,r,u,b,a,,,,,,,,,,,,,,,,,,,,,,
r,a,j,,,,,,,,,,,,,,,,,,,,,,,,
u,d,o,v,l,ʲ,e,t,v,o,r,ʲ,i,t,ʲ,,,,,,,,,,,,
ɡ,i,ɡ,a,n,t,s,k,ʲ,i,j,,,,,,,,,,,,,,,,
s,p,l,o,ʂ,n,o,j,,,,,,,,,,,,,,,,,,,
i,n,d,ʲ,i,v,ʲ,i,d,u,a,l,ʲ,n,o,,,,,,,,,,,,
m,o,d,ʲ,e,r,n,,,,,,,,,,,,,,,,,,,,
i,s,p,r,a,v,l,ʲ,a,t,ʲ,,,,,,,,,,,,,,,,
b,o,e,t,͡,s,,,,,,,,,,,,,,,,,,,,,
b,o,ɡ,o,s,l,o,v,,,,,,,,,,,,,,,,,,,
p,o,r,o,ɡ,,,,,,,,,,,,,,,,,,,,,,
s,t,o,a,ɕ,ː,i,j,,,,,,,,,,,,,,,,,,,
p,a,m,ʲ,a,t,n,ɨ,j,,,,,,,,,,,,,,,,,,
n,a,ɡ,r,a,ʒ,d,ʲ,e,n,i,e,,,,,,,,,,,,,,,
j,a,r,m,a,r,k,a,,,,,,,,,,,,,,,,,,,
r,o,z,o,v,ɨ,j,,,,,,,,,,,,,,,,,,,,
r,ʲ,e,ʂ,a,u,ɕ,ː,i,j,,,,,,,,,,,,,,,,,
s,t,o,j,k,o,s,t,ʲ,,,,,,,,,,,,,,,,,,
u,t,͡,ɕ,ʲ,a,s,t,ʲ,,,,,,,,,,,,,,,,,,
u,l,u,t,͡,ɕ,ʲ,ʂ,a,t,ʲ,,,,,,,,,,,,,,,,
v,o,z,m,o,ʒ,n,ɨ,j,,,,,,,,,,,,,,,,,,
k,o,l,o,d,ʲ,e,t,͡,s,,,,,,,,,,,,,,,,,
v,ʲ,e,r,n,ɨ,j,,,,,,,,,,,,,,,,,,,,
s,b,l,ʲ,i,ʒ,e,n,i,e,,,,,,,,,,,,,,,,,
d,o,k,a,z,ɨ,v,a,t,ʲ,,,,,,,,,,,,,,,,,
u,l,u,t,͡,ɕ,ʲ,ʂ,a,e,t,,,,,,,,,,,,,,,,
s,d,ʲ,e,l,k,a,,,,,,,,,,,,,,,,,,,,
v,o,z,v,r,a,t,,,,,,,,,,,,,,,,,,,,
p,o,e,t,ʲ,i,t,͡,ɕ,ʲ,e,s,k,ʲ,i,j,,,,,,,,,,,
e,n,e,r,ɡ,e,t,ʲ,i,t,͡,ɕ,ʲ,e,s,k,ʲ,i,j,,,,,,,,
z,a,s,l,u,ɡ,a,,,,,,,,,,,,,,,,,,,,
u,s,t,o,j,t,͡,ɕ,ʲ,i,v,o,ɡ,o,,,,,,,,,,,,,
d,o,b,ʲ,i,v,a,t,ʲ,s,ʲ,a,,,,,,,,,,,,,,,
ʒ,e,l,a,u,ɕ,ː,i,j,,,,,,,,,,,,,,,,,,
v,ʲ,e,r,x,o,v,n,ɨ,j,,,,,,,,,,,,,,,,,
v,ɨ,x,o,d,n,o,j,,,,,,,,,,,,,,,,,,,
m,a,ɡ,i,a,,,,,,,,,,,,,,,,,,,,,,
n,a,k,l,o,n,,,,,,,,,,,,,,,,,,,,,
p,o,t,͡,ɕ,ʲ,i,t,a,t,ʲ,,,,,,,,,,,,,,,,
k,r,a,s,a,v,ʲ,i,t,͡,s,a,,,,,,,,,,,,,,,
v,l,a,d,ɨ,k,a,,,,,,,,,,,,,,,,,,,,
s,t,r,ʲ,e,l,a,,,,,,,,,,,,,,,,,,,,
k,r,a,t,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,
k,r,a,s,o,t,a,,,,,,,,,,,,,,,,,,,,
i,s,t,ʲ,i,n,n,ɨ,j,,,,,,,,,,,,,,,,,,
u,d,o,b,n,ɨ,j,,,,,,,,,,,,,,,,,,,,
p,o,b,ʲ,e,d,ʲ,i,t,ʲ,e,l,ʲ,n,i,t,͡,s,a,,,,,,,,
b,l,ʲ,e,s,k,,,,,,,,,,,,,,,,,,,,,
k,l,a,s,s,ʲ,i,k,a,,,,,,,,,,,,,,,,,,
s,m,ʲ,e,l,o,s,t,ʲ,,,,,,,,,,,,,,,,,,
u,d,o,b,n,ɨ,m,,,,,,,,,,,,,,,,,,,,
b,l,a,ɡ,o,s,l,o,v,ʲ,e,n,i,e,,,,,,,,,,,,,
v,l,a,d,ʲ,e,t,ʲ,,,,,,,,,,,,,,,,,,,
i,s,p,r,a,v,l,ʲ,e,n,i,e,,,,,,,,,,,,,,,
n,a,b,ʲ,i,r,a,e,t,,,,,,,,,,,,,,,,,,
m,ʲ,i,r,n,o,,,,,,,,,,,,,,,,,,,,,
ɡ,o,r,ʲ,a,t,͡,ɕ,ʲ,i,e,,,,,,,,,,,,,,,,
z,n,a,t,͡,ɕ,ʲ,i,m,ɨ,j,,,,,,,,,,,,,,,,
k,r,a,s,ʲ,i,v,o,,,,,,,,,,,,,,,,,,,
j,a,r,k,o,s,t,ʲ,,,,,,,,,,,,,,,,,,,
t,͡,ɕ,ʲ,u,d,ʲ,e,s,a,,,,,,,,,,,,,,,,,
u,d,o,v,l,ʲ,e,t,v,o,r,ʲ,a,t,ʲ,,,,,,,,,,,,
p,r,ʲ,i,a,t,n,o,,,,,,,,,,,,,,,,,,,
z,a,s,l,u,ʒ,i,v,a,u,t,,,,,,,,,,,,,,,,
ɡ,o,t,o,v,ɨ,j,,,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,d,a,n,n,o,s,t,ʲ,,,,,,,,,,,,,,,
l,ʲ,u,b,ʲ,i,m,a,a,,,,,,,,,,,,,,,,,,
t,ʲ,i,x,o,,,,,,,,,,,,,,,,,,,,,,
ɡ,r,a,d,,,,,,,,,,,,,,,,,,,,,,,
u,t,v,ʲ,e,r,d,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,
s,v,o,e,v,r,ʲ,e,m,ʲ,e,n,n,o,,,,,,,,,,,,,
p,o,d,ʲ,j,e,m,a,,,,,,,,,,,,,,,,,,,
t,ʲ,o,p,l,ɨ,j,,,,,,,,,,,,,,,,,,,,
t,͡,s,e,n,n,ɨ,j,,,,,,,,,,,,,,,,,,,
t,a,l,a,n,t,ɨ,,,,,,,,,,,,,,,,,,,,
d,o,v,ʲ,e,r,ʲ,a,t,ʲ,,,,,,,,,,,,,,,,,
p,r,o,s,t,o,t,a,,,,,,,,,,,,,,,,,,,
u,d,ʲ,e,l,,,,,,,,,,,,,,,,,,,,,,
s,v,ʲ,e,t,l,ɨ,j,,,,,,,,,,,,,,,,,,,
r,ʲ,e,p,u,t,a,t,͡,s,i,a,,,,,,,,,,,,,,,
ɡ,a,r,a,n,t,ʲ,i,r,o,v,a,t,ʲ,,,,,,,,,,,,,
e,f,f,ʲ,e,k,t,ʲ,i,v,n,ɨ,j,,,,,,,,,,,,,,
p,r,ʲ,e,d,l,a,ɡ,a,t,ʲ,,,,,,,,,,,,,,,,
i,d,ʲ,e,a,l,,,,,,,,,,,,,,,,,,,,,
v,ɨ,i,ɡ,r,ɨ,ʂ,,,,,,,,,,,,,,,,,,,,
v,ʲ,e,l,ʲ,i,k,o,l,ʲ,e,p,n,ɨ,j,,,,,,,,,,,,
v,ɨ,r,a,b,o,t,a,t,ʲ,,,,,,,,,,,,,,,,,
p,o,d,n,i,m,a,t,ʲ,,,,,,,,,,,,,,,,,,
u,d,ʲ,i,v,l,ʲ,e,n,i,e,,,,,,,,,,,,,,,,
l,ʲ,e,ɡ,k,ʲ,i,j,,,,,,,,,,,,,,,,,,,
m,o,l,ʲ,i,t,v,a,,,,,,,,,,,,,,,,,,,
o,b,l,ʲ,e,ɡ,t,͡,ɕ,ʲ,a,e,t,,,,,,,,,,,,,,
r,a,d,a,,,,,,,,,,,,,,,,,,,,,,,
m,ʲ,i,l,o,s,t,ʲ,,,,,,,,,,,,,,,,,,,
p,a,t,͡,s,i,e,n,t,,,,,,,,,,,,,,,,,,
p,o,d,ʲ,j,e,m,,,,,,,,,,,,,,,,,,,,
o,b,r,a,b,a,t,ɨ,v,a,t,ʲ,,,,,,,,,,,,,,,
u,d,a,t,͡,ɕ,ʲ,n,ɨ,j,,,,,,,,,,,,,,,,,
ʒ,e,l,a,t,ʲ,,,,,,,,,,,,,,,,,,,,,
u,v,ʲ,e,l,ʲ,i,t,͡,ɕ,ʲ,i,v,a,t,ʲ,,,,,,,,,,,
s,o,d,ʲ,e,j,s,t,v,o,v,a,t,ʲ,,,,,,,,,,,,,
v,ʲ,e,l,ʲ,i,t,͡,ɕ,ʲ,i,e,,,,,,,,,,,,,,,
p,o,s,l,ʲ,e,d,u,u,ɕ,ː,i,j,,,,,,,,,,,,,,
b,l,a,ɡ,o,t,v,o,r,ʲ,i,t,ʲ,e,l,ʲ,n,ɨ,j,,,,,,,,
b,a,z,a,r,,,,,,,,,,,,,,,,,,,,,,
u,b,ʲ,i,r,a,t,ʲ,,,,,,,,,,,,,,,,,,,
t,ʲ,a,ɡ,a,,,,,,,,,,,,,,,,,,,,,,
s,p,o,k,o,j,s,t,v,ʲ,i,e,,,,,,,,,,,,,,,
b,l,ʲ,e,s,t,ʲ,a,ɕ,ː,i,j,,,,,,,,,,,,,,,
p,o,t,͡,ɕ,ʲ,i,t,a,n,i,e,,,,,,,,,,,,,,,
s,o,v,ʲ,e,r,ʂ,e,n,s,t,v,o,v,a,n,i,e,,,,,,,,,
p,o,p,r,a,v,k,a,,,,,,,,,,,,,,,,,,,
l,i,k,e,,,,,,,,,,,,,,,,,,,,,,,
ɡ,o,r,ʲ,a,t,͡,ɕ,ʲ,i,j,,,,,,,,,,,,,,,,
f,o,r,s,ʲ,i,r,o,v,a,t,ʲ,,,,,,,,,,,,,,,
m,n,o,ɡ,o,l,ʲ,e,t,n,i,j,,,,,,,,,,,,,,,
z,a,m,ʲ,e,t,͡,ɕ,ʲ,a,t,ʲ,e,l,ʲ,n,ɨ,j,,,,,,,,,
d,o,p,o,l,n,a,t,ʲ,,,,,,,,,,,,,,,,,,
o,p,ʲ,i,r,a,t,ʲ,s,ʲ,a,,,,,,,,,,,,,,,,
a,k,k,u,r,a,t,n,o,,,,,,,,,,,,,,,,,,
d,o,m,ʲ,i,n,i,r,u,e,t,,,,,,,,,,,,,,,,
s,v,ʲ,i,n,e,t,͡,s,,,,,,,,,,,,,,,,,,
p,r,ʲ,e,k,r,a,s,n,o,e,,,,,,,,,,,,,,,,
p,o,l,ʲ,e,z,n,ɨ,j,,,,,,,,,,,,,,,,,,
s,t,ʲ,i,m,u,l,ʲ,i,r,u,e,t,,,,,,,,,,,,,,
k,r,ʲ,e,p,k,o,,,,,,,,,,,,,,,,,,,,
k,o,m,p,ʲ,e,n,s,ʲ,i,r,o,v,a,t,ʲ,,,,,,,,,,,
v,o,z,v,r,a,t,ʲ,i,t,ʲ,,,,,,,,,,,,,,,,
